,county,incidence_rate_per_100k,avg_annual_count,recent_trend,five_year_incidence_change_rate,stateFIPS,incidence_rate_per_100k_low_95,incidence_rate_per_100k_high_95,five_year_incidence_change_rate_low_95,five_year_incidence_change_rate_high_95
1631,Antelope County          ,402.5 ,40,stable,-0.2 ,31,345.3, 467.5,-9.3, 9.7
1632,Red Willow County          ,398.8 ,63,stable,1.1 ,31,354.3, 447.9,-8.8, 12.1
1633,Knox County          ,396.6 ,53,stable,5.0 ,31,346.3, 452.9,-4.6, 15.7
1634,Greeley County          ,393.2 ,16,stable,-9.4 ,31,299.3, 509.9,-23.9, 7.9
1635,Deuel County          ,391.9 ,13,stable,-1.0 ,31,295.5, 515.7,-27.8, 35.8
1636,Valley County          ,387.8 ,25,stable,4.5 ,31,319.3, 468.5,-15.5, 29.3
1637,Cherry County          ,386.3 ,34,stable,-9.1 ,31,327.4, 453.9,-23.6, 8.1
1638,Rock County          ,381.6 ,10,stable,-5.1 ,31,271.0, 531.4,-34.8, 37.9
1639,Loup County          ,381.1 ,4,stable,15.2 ,31,235.7, 621.5,-16.7, 59.4
1640,Cedar County          ,369.3 ,48,stable,0.8 ,31,321.1, 423.5,-12.3, 15.7
1641,Keya Paha County          ,359.3 ,5,stable,-9.9 ,31,217.4, 578.1,-52.1, 69.5
1642,Perkins County          ,356.3 ,16,stable,5.0 ,31,276.0, 455.0,-27.6, 52.3
1643,Frontier County          ,340.7 ,13,stable,2.6 ,31,256.1, 446.6,-28.1, 46.3
1644,Wheeler County          ,336.8 ,4,stable,-0.8 ,31,201.3, 545.6,-59.7, 143.9
1645,Sioux County          ,319.5 ,7,stable,-23.9 ,31,215.1, 467.2,-48.6, 12.6
1646,Stanton County          ,299.2 ,22,stable,-5.0 ,31,244.6, 362.9,-22.7, 16.7
1647,Hayes County          ,241.4 ,3,stable,2.7 ,31,117.5, 442.7,-11.5, 19.1
1648,Arthur County         ,*,3 or fewer,*,*,31,,,,
1649,Banner County         ,*,3 or fewer,*,*,31,,,,
1650,McPherson County         ,*,3 or fewer,*,*,31,,,,
1651,Esmeralda County          ,526.9 ,7,stable,7.8 ,32,349.8, 780.7,-32.9, 73.2
1652,Nye County          ,446.0 ,346,stable,-3.0 ,32,423.0, 470.0,-9.4, 3.9
1653,Lyon County          ,426.2 ,311,stable,-0.2 ,32,404.1, 449.3,-8.9, 9.3
1654,Washoe County          ,418.8 ,"2,102",stable,-0.1 ,32,410.6, 427.2,-3.0, 3.0
1655,Douglas County          ,403.9 ,317,stable,0.4 ,32,382.5, 426.5,-8.3, 10.0
1656,Churchill County          ,396.6 ,123,stable,-3.6 ,32,365.0, 430.4,-14.0, 8.0
1657,Mineral County          ,395.5 ,29,stable,-6.3 ,32,328.0, 474.8,-23.7, 15.0
1658,Clark County          ,382.9 ,"8,443",stable,-2.7 ,32,379.2, 386.6,-6.5, 1.1
1659,Elko County          ,376.3 ,176,stable,1.5 ,32,350.5, 403.4,-10.4, 14.9
1660,Humboldt County          ,361.7 ,63,stable,6.7 ,32,320.9, 406.1,-8.3, 24.1
1661,Lincoln County          ,326.5 ,24,stable,-1.2 ,32,267.1, 396.5,-18.8, 20.1
1662,Pershing County          ,320.9 ,26,stable,14.8 ,32,265.8, 384.8,-24.8, 75.3
1663,White Pine County          ,311.1 ,39,stable,5.9 ,32,268.4, 359.0,-13.2, 29.3
1664,Storey County          ,297.6 ,21,stable,-4.4 ,32,234.6, 376.7,-27.1, 25.5
1665,Lander County          ,285.1 ,19,stable,-12.6 ,32,229.7, 350.3,-45.1, 39.2
1666,Eureka County          ,227.5 ,6,falling,-12.9 ,32,149.1, 335.9,-23.8, -0.3
1667,Belknap County          ,522.1 ,461,stable,1.6 ,33,499.8, 545.1,-0.1, 3.4
1668,Rockingham County          ,503.2 ,"1,913",stable,-1.1 ,33,492.8, 513.8,-3.1, 0.9
1669,Merrimack County          ,498.7 ,932,stable,-2.7 ,33,484.0, 513.9,-5.4, 0.1
1670,Strafford County          ,494.3 ,685,stable,0.9 ,33,477.4, 511.6,-2.6, 4.5
1671,Hillsborough County          ,474.0 ,"2,246",stable,-1.5 ,33,465.0, 483.1,-4.2, 1.2
1672,Coos County          ,464.2 ,230,stable,1.3 ,33,436.4, 493.6,-0.9, 3.6
1673,Carroll County          ,463.9 ,370,stable,0.4 ,33,441.2, 487.7,-4.1, 5.0
1674,Sullivan County          ,460.9 ,280,stable,-4.2 ,33,435.9, 487.1,-10.4, 2.5
1675,Cheshire County          ,458.2 ,458,stable,1.3 ,33,438.9, 478.2,-3.7, 6.6
1676,Grafton County          ,454.9 ,552,stable,0.1 ,33,437.3, 473.1,-4.4, 4.9
1677,"Cape May County          7,8",561.5 ,878,stable,-0.3 ,34,543.8, 579.8,-0.8, 0.1
1678,"Salem County          7,8",556.5 ,460,stable,-0.1 ,34,533.2, 580.5,-0.5, 0.2
1679,"Gloucester County          7,8",539.5 ,"1,813",falling,-8.4 ,34,528.2, 551.0,-13.5, -3.0
1680,"Burlington County          7,8",529.6 ,"2,931",falling,-7.8 ,34,520.9, 538.5,-12.3, -3.1
1681,"Ocean County          7,8",519.8 ,"4,455",falling,-7.5 ,34,512.7, 527.1,-11.4, -3.5
1682,"Camden County          7,8",519.8 ,"3,061",stable,-0.2 ,34,511.4, 528.3,-0.6, 0.1
1683,"Monmouth County          7,8",517.4 ,"4,054",falling,-7.5 ,34,510.1, 524.8,-11.8, -3.0
1684,"Cumberland County          7,8",512.5 ,891,stable,-6.2 ,34,497.3, 528.0,-13.9, 2.2
1685,"Sussex County          7,8",506.9 ,909,falling,-0.7 ,34,491.6, 522.7,-1.1, -0.3
1686,"Mercer County          7,8",506.2 ,"2,136",falling,-7.7 ,34,496.5, 516.1,-11.9, -3.2
1687,"Warren County          7,8",501.5 ,688,stable,-7.3 ,34,484.3, 519.1,-14.9, 1.0
1688,"Atlantic County          7,8",492.3 ,"1,673",falling,-10.2 ,34,481.6, 503.3,-15.8, -4.3
1689,"Morris County          7,8",488.8 ,"3,003",falling,-6.6 ,34,480.8, 496.9,-11.6, -1.4
1690,"Hunterdon County          7,8",479.8 ,784,stable,-0.5 ,34,464.2, 496.0,-0.9, 0.0
1691,"Bergen County          7,8",467.7 ,"5,482",falling,-1.0 ,34,462.1, 473.4,-1.4, -0.6
1692,"Somerset County          7,8",467.1 ,"1,819",falling,-8.8 ,34,457.3, 477.0,-14.1, -3.2
1693,"Middlesex County          7,8",458.6 ,"4,233",falling,-7.7 ,34,452.4, 465.0,-11.2, -4.1
1694,"Essex County          7,8",457.4 ,"3,858",falling,-1.2 ,34,450.8, 464.0,-1.5, -0.8
1695,"Union County          7,8",452.0 ,"2,773",falling,-8.8 ,34,444.4, 459.8,-14.1, -3.2
1696,"Passaic County          7,8",450.4 ,"2,489",falling,-0.8 ,34,442.4, 458.5,-1.2, -0.4
1697,"Hudson County          7,8",391.6 ,"2,519",falling,-1.3 ,34,384.6, 398.6,-1.7, -1.0
1698,"Harding County          7,8",481.5 ,6,stable,-25.6 ,35,274.7, 797.1,-61.8, 44.9
1699,"Quay County          7,8",449.5 ,62,rising,0.9 ,35,397.3, 507.5,0.1, 1.8
1700,"Torrance County          7,8",444.2 ,93,stable,0.3 ,35,402.3, 489.6,-0.4, 1.1
1701,"Los Alamos County          7,8",423.8 ,99,falling,-1.0 ,35,385.8, 464.8,-1.5, -0.5
1702,"De Baca County          7,8",419.3 ,12,stable,0.2 ,35,310.2, 558.8,-1.4, 1.9
1703,"Otero County          7,8",417.0 ,320,stable,0.1 ,35,396.3, 438.5,-0.3, 0.5
1704,"Sandoval County          7,8",409.8 ,668,falling,-0.6 ,35,395.5, 424.5,-1.0, -0.3
1705,"Luna County          7,8",401.1 ,135,stable,0.2 ,35,370.1, 434.3,-0.4, 0.9
1706,"Sierra County          7,8",393.7 ,98,stable,-0.4 ,35,355.6, 436.2,-1.1, 0.3
1707,"Valencia County          7,8",392.5 ,354,falling,-0.7 ,35,373.9, 411.9,-1.1, -0.4
1708,"Dona Ana County          7,8",390.7 ,883,stable,0.4 ,35,379.0, 402.6,-0.4, 1.2
1709,"Bernalillo County          7,8",390.0 ,"2,957",falling,-0.8 ,35,383.6, 396.5,-0.9, -0.6
1710,"Socorro County          7,8",383.6 ,82,stable,0.2 ,35,346.1, 424.2,-0.3, 0.8
1711,"Guadalupe County          7,8",377.9 ,22,stable,-0.6 ,35,309.6, 458.1,-1.7, 0.5
1712,"Eddy County          7,8",375.8 ,238,falling,-0.9 ,35,354.2, 398.3,-1.4, -0.4
1713,"Curry County          7,8",370.8 ,176,falling,-0.6 ,35,346.3, 396.5,-1.1, -0.1
1714,"Chaves County          7,8",367.2 ,272,falling,-3.0 ,35,347.5, 387.7,-4.8, -1.1
1715,"Colfax County          7,8",366.6 ,73,stable,-1.8 ,35,326.8, 410.6,-4.6, 1.0
1716,"Lea County          7,8",364.5 ,229,falling,-0.8 ,35,343.4, 386.5,-1.4, -0.3
1717,"Lincoln County          7,8",360.6 ,119,falling,-1.8 ,35,328.8, 395.1,-2.3, -1.3
1718,"Hidalgo County          7,8",360.0 ,23,stable,0.8 ,35,294.0, 437.7,-0.4, 2.0
1719,"Mora County          7,8",354.5 ,24,stable,-0.1 ,35,287.9, 433.1,-1.3, 1.1
1720,"San Miguel County          7,8",349.7 ,136,stable,-0.3 ,35,322.7, 378.4,-0.8, 0.3
1721,"Roosevelt County          7,8",349.1 ,67,falling,-2.7 ,35,312.3, 389.1,-4.9, -0.4
1722,"San Juan County          7,8",340.6 ,451,falling,-0.6 ,35,326.4, 355.3,-1.0, -0.3
1723,"Grant County          7,8",339.9 ,155,falling,-1.5 ,35,314.3, 367.4,-2.2, -0.8
1724,"Cibola County          7,8",338.7 ,104,stable,-0.4 ,35,309.7, 369.8,-1.0, 0.2
1725,"Rio Arriba County          7,8",324.7 ,162,stable,-0.6 ,35,302.0, 348.8,-1.2, 0.0
1726,"Taos County          7,8",323.1 ,161,falling,-0.8 ,35,299.6, 348.2,-1.4, -0.3
1727,"Santa Fe County          7,8",322.0 ,678,falling,-4.1 ,35,310.6, 333.7,-5.3, -2.8
1728,"McKinley County          7,8",302.0 ,202,falling,-4.0 ,35,283.3, 321.6,-7.7, -0.1
1729,"Union County          7,8",280.6 ,17,stable,6.3 ,35,223.0, 350.2,-8.6, 23.5
1730,"Catron County          7,8",254.0 ,21,falling,-8.4 ,35,203.5, 321.4,-12.7, -3.9
1731,"Hamilton County          7,8",561.1 ,49,stable,-0.8 ,36,484.6, 649.2,-2.4, 0.9
1732,"Warren County          7,8",554.0 ,516,stable,0.2 ,36,531.9, 577.0,-0.7, 1.2
1733,"Erie County          7,8",548.5 ,"6,416",stable,-0.4 ,36,542.3, 554.7,-1.2, 0.4
1734,"Fulton County          7,8",546.0 ,396,stable,-0.2 ,36,521.4, 571.5,-0.9, 0.5
1735,"Niagara County          7,8",541.0 ,"1,534",stable,-0.1 ,36,528.6, 553.7,-0.5, 0.2
1736,"Chautauqua County          7,8",535.1 ,946,stable,0.2 ,36,519.3, 551.2,-0.3, 0.7
1737,"Jefferson County          7,8",532.5 ,604,stable,0.0 ,36,513.4, 552.2,-0.6, 0.6
1738,"Oswego County          7,8",532.2 ,752,stable,-0.4 ,36,514.8, 550.1,-0.9, 0.1
1739,"Wyoming County          7,8",530.6 ,270,stable,0.1 ,36,501.9, 560.6,-1.0, 1.1
1740,"Suffolk County          7,8",530.3 ,"9,577",falling,-0.9 ,36,525.5, 535.2,-1.5, -0.4
1741,"Rensselaer County          7,8",529.4 ,"1,026",stable,0.7 ,36,514.5, 544.5,-1.6, 2.9
1742,"Chenango County          7,8",528.8 ,359,stable,0.4 ,36,503.6, 555.0,-0.2, 1.1
1743,"Saratoga County          7,8",528.3 ,"1,478",stable,-0.2 ,36,516.0, 540.9,-0.6, 0.3
1744,"Orleans County          7,8",526.6 ,276,stable,0.1 ,36,498.4, 556.0,-0.6, 0.8
1745,"Richmond County          7,8",521.8 ,"2,893",stable,-0.5 ,36,513.1, 530.6,-1.1, 0.0
1746,"Putnam County          7,8",519.4 ,639,falling,-0.9 ,36,500.9, 538.5,-1.3, -0.5
1747,"Cattaraugus County          7,8",519.0 ,529,stable,0.0 ,36,498.7, 540.0,-0.5, 0.4
1748,"Herkimer County          7,8",518.0 ,448,stable,0.0 ,36,495.9, 540.9,-0.5, 0.5
1749,"Onondaga County          7,8",517.8 ,"2,935",falling,-1.1 ,36,509.2, 526.5,-1.7, -0.5
1750,"Albany County          7,8",517.8 ,"1,895",stable,0.2 ,36,507.1, 528.6,-0.2, 0.6
1751,"Wayne County          7,8",517.5 ,614,stable,0.1 ,36,498.7, 536.8,-0.6, 0.8
1752,"Greene County          7,8",516.9 ,355,stable,-0.6 ,36,492.1, 542.7,-1.3, 0.1
1753,"Chemung County          7,8",516.8 ,580,stable,-0.5 ,36,497.6, 536.7,-1.1, 0.1
1754,"Schuyler County          7,8",516.2 ,132,stable,-0.2 ,36,476.0, 559.2,-1.2, 0.7
1755,"Allegany County          7,8",513.8 ,310,stable,-0.1 ,36,487.6, 541.0,-0.7, 0.6
1756,"Cayuga County          7,8",513.3 ,529,stable,2.9 ,36,493.3, 534.0,-1.1, 7.1
1757,"Montgomery County          7,8",513.0 ,333,falling,-0.7 ,36,487.7, 539.4,-1.2, -0.1
1758,"Cortland County          7,8",510.6 ,286,stable,-0.3 ,36,483.7, 538.6,-1.0, 0.4
1759,"Nassau County          7,8",509.4 ,"8,803",falling,-1.0 ,36,504.5, 514.3,-1.6, -0.4
1760,"Clinton County          7,8",507.5 ,499,stable,-0.4 ,36,487.3, 528.3,-1.1, 0.2
1761,"Genesee County          7,8",507.2 ,393,stable,-0.6 ,36,484.4, 530.9,-1.3, 0.1
1762,"Seneca County          7,8",505.3 ,232,stable,-0.3 ,36,475.6, 536.5,-0.9, 0.2
1763,"Oneida County          7,8",505.1 ,"1,522",falling,-0.4 ,36,493.4, 517.0,-0.7, -0.1
1764,"Yates County          7,8",503.0 ,166,stable,-0.2 ,36,467.5, 540.6,-0.9, 0.6
1765,"Orange County          7,8",501.5 ,"1,995",falling,-0.6 ,36,491.5, 511.7,-0.9, -0.3
1766,"Madison County          7,8",501.2 ,452,stable,-0.4 ,36,480.1, 523.1,-1.0, 0.2
1767,"Lewis County          7,8",499.9 ,172,stable,-0.1 ,36,466.1, 535.5,-1.2, 1.0
1768,"Monroe County          7,8",496.4 ,"4,469",stable,-0.2 ,36,489.7, 503.1,-0.5, 0.2
1769,"Broome County          7,8",495.4 ,"1,254",stable,-0.1 ,36,482.7, 508.3,-0.6, 0.3
1770,"Ontario County          7,8",493.9 ,720,stable,-0.2 ,36,477.2, 511.0,-0.7, 0.3
1771,"Livingston County          7,8",492.9 ,394,stable,-0.7 ,36,470.6, 516.0,-1.4, 0.0
1772,"Otsego County          7,8",489.6 ,402,stable,-0.3 ,36,467.2, 512.9,-0.9, 0.3
1773,"Schenectady County          7,8",487.2 ,935,stable,-0.3 ,36,472.9, 501.9,-0.8, 0.3
1774,"Washington County          7,8",487.0 ,400,stable,-0.5 ,36,465.2, 509.5,-1.2, 0.3
1775,"Columbia County          7,8",486.2 ,449,stable,-0.4 ,36,465.2, 508.0,-0.9, 0.1
1776,"Rockland County          7,8",481.2 ,"1,768",falling,-1.8 ,36,471.0, 491.5,-2.6, -1.1
1777,"St. Lawrence County          7,8",479.4 ,644,falling,-1.0 ,36,462.6, 496.7,-1.5, -0.5
1778,"Westchester County          7,8",478.6 ,"5,687",falling,-0.7 ,36,473.0, 484.4,-0.9, -0.4
1779,"Steuben County          7,8",477.6 ,623,falling,-1.0 ,36,460.4, 495.3,-1.5, -0.5
1780,"Delaware County          7,8",477.1 ,338,stable,-0.6 ,36,453.1, 502.2,-1.3, 0.0
1781,"Dutchess County          7,8",475.3 ,"1,756",falling,-0.6 ,36,465.2, 485.6,-0.9, -0.3
1782,"Essex County          7,8",472.6 ,272,falling,-0.7 ,36,446.8, 499.8,-1.4, -0.1
1783,"Tioga County          7,8",471.9 ,316,stable,-0.7 ,36,448.1, 496.8,-1.5, 0.2
1784,"Ulster County          7,8",470.0 ,"1,131",falling,-0.9 ,36,457.4, 482.9,-1.3, -0.5
1785,"Schoharie County          7,8",467.4 ,210,stable,-0.3 ,36,438.5, 497.9,-1.1, 0.4
1786,"Franklin County          7,8",465.8 ,286,falling,-1.6 ,36,441.5, 491.2,-2.1, -1.1
1787,"Sullivan County          7,8",458.4 ,454,falling,-1.1 ,36,439.1, 478.4,-1.6, -0.6
1788,"New York County          7,8",449.1 ,"8,448",falling,-1.4 ,36,444.8, 453.5,-2.2, -0.6
1789,"Bronx County          7,8",444.6 ,"6,264",falling,-1.8 ,36,439.6, 449.6,-3.0, -0.5
1790,"Kings County          7,8",442.0 ,"11,862",falling,-1.3 ,36,438.4, 445.7,-1.8, -0.7
1791,"Tompkins County          7,8",441.0 ,447,falling,-2.7 ,36,422.2, 460.4,-3.7, -1.7
1792,"Queens County          7,8",420.6 ,"11,065",falling,-1.5 ,36,417.1, 424.2,-2.0, -1.0
1793,Swain County          ,571.5 ,108,stable,2.5 ,37,522.8, 623.8,-5.2, 10.7
1794,Surry County          ,519.2 ,519,stable,-0.2 ,37,498.8, 540.2,-3.8, 3.7
1795,Rockingham County          ,517.7 ,662,stable,-0.5 ,37,499.7, 536.3,-5.1, 4.4
1796,Davie County          ,517.0 ,300,stable,-2.5 ,37,490.4, 544.9,-7.2, 2.4
1797,Randolph County          ,514.0 ,911,falling,-1.4 ,37,498.9, 529.5,-2.6, -0.2
1798,Onslow County          ,511.0 ,689,stable,1.5 ,37,493.6, 528.7,-0.6, 3.5
1799,Lee County          ,507.3 ,355,rising,4.2 ,37,483.5, 532.0,1.3, 7.1
1800,Pamlico County          ,506.5 ,109,stable,-2.3 ,37,461.0, 555.9,-15.2, 12.7
1801,Cleveland County          ,501.6 ,623,stable,1.2 ,37,483.7, 520.1,-3.3, 6.0
1802,Lenoir County          ,501.1 ,391,stable,0.2 ,37,478.4, 524.7,-1.7, 2.0
1803,Rowan County          ,501.0 ,862,stable,-2.9 ,37,485.8, 516.6,-8.8, 3.4
1804,Scotland County          ,500.6 ,218,stable,-6.5 ,37,470.4, 532.2,-20.2, 9.6
1805,Tyrrell County          ,500.3 ,28,stable,3.8 ,37,418.5, 594.9,-23.4, 40.7
1806,Haywood County          ,496.5 ,461,stable,1.0 ,37,475.2, 518.6,-9.9, 13.2
1807,Granville County          ,495.8 ,354,stable,-4.2 ,37,472.4, 520.2,-9.0, 0.8
1808,Jones County          ,494.0 ,71,stable,0.4 ,37,441.5, 551.7,-11.0, 13.3
1809,Gaston County          ,492.6 ,"1,239",stable,-0.9 ,37,480.2, 505.3,-4.6, 3.0
1810,Alamance County          ,490.7 ,936,stable,2.0 ,37,476.5, 505.2,-3.7, 8.0
1811,Craven County          ,489.6 ,621,stable,0.3 ,37,472.0, 507.8,-3.0, 3.7
1812,McDowell County          ,488.6 ,301,stable,1.9 ,37,463.5, 514.9,-4.8, 9.1
1813,Forsyth County          ,487.9 ,"2,050",stable,-0.3 ,37,478.3, 497.6,-2.5, 2.0
1814,Halifax County          ,486.9 ,352,stable,1.5 ,37,463.7, 511.1,-0.9, 4.0
1815,Vance County          ,486.7 ,270,stable,-0.5 ,37,460.3, 514.3,-7.6, 7.0
1816,Mitchell County          ,483.8 ,116,stable,-4.5 ,37,442.9, 528.0,-14.5, 6.6
1817,Martin County          ,483.4 ,172,stable,-1.6 ,37,450.2, 518.8,-8.5, 5.9
1818,Catawba County          ,483.4 ,938,stable,0.0 ,37,469.3, 497.8,-3.0, 3.1
1819,Cherokee County          ,481.0 ,229,stable,-1.8 ,37,450.9, 512.9,-8.1, 4.9
1820,Clay County          ,481.0 ,91,stable,0.3 ,37,433.3, 533.5,-8.9, 10.3
1821,Guilford County          ,481.0 ,"2,744",stable,1.4 ,37,472.8, 489.2,-1.4, 4.2
1822,Caldwell County          ,480.9 ,529,stable,-2.1 ,37,462.2, 500.2,-5.2, 1.1
1823,Iredell County          ,480.8 ,932,stable,-0.1 ,37,466.8, 495.1,-2.3, 2.1
1824,Burke County          ,476.0 ,574,stable,-1.9 ,37,458.2, 494.3,-10.0, 7.0
1825,Cabarrus County          ,475.0 ,953,stable,-0.2 ,37,461.4, 489.0,-3.2, 2.9
1826,Pasquotank County          ,474.5 ,223,rising,5.2 ,37,446.4, 504.0,3.0, 7.5
1827,Stanly County          ,474.4 ,373,stable,2.7 ,37,452.6, 497.2,-9.3, 16.2
1828,Davidson County          ,474.1 ,989,stable,-2.5 ,37,460.7, 487.9,-6.9, 2.1
1829,Wayne County          ,473.9 ,681,stable,-1.0 ,37,457.8, 490.4,-4.7, 2.7
1830,Moore County          ,473.5 ,675,stable,-4.5 ,37,456.6, 490.8,-17.3, 10.2
1831,Dare County          ,472.7 ,234,stable,4.8 ,37,444.6, 502.3,-6.3, 17.3
1832,Stokes County          ,471.1 ,308,stable,-1.9 ,37,447.1, 496.3,-6.0, 2.4
1833,Chowan County          ,471.1 ,104,stable,1.6 ,37,428.8, 516.9,-14.9, 21.2
1834,Buncombe County          ,471.1 ,"1,560",stable,1.1 ,37,460.4, 482.0,-2.3, 4.6
1835,Harnett County          ,470.6 ,566,falling,-4.9 ,37,453.1, 488.6,-8.8, -0.8
1836,Rutherford County          ,468.0 ,445,stable,1.3 ,37,448.1, 488.7,-5.3, 8.3
1837,Henderson County          ,465.8 ,830,stable,0.9 ,37,450.9, 481.2,-3.5, 5.5
1838,Wake County          ,464.2 ,"4,298",stable,0.7 ,37,457.8, 470.6,-0.5, 1.9
1839,Carteret County          ,462.7 ,485,stable,0.3 ,37,443.4, 482.7,-4.0, 4.8
1840,Pender County          ,459.8 ,330,stable,-1.6 ,37,437.2, 483.4,-10.2, 7.9
1841,Avery County          ,459.8 ,116,stable,3.1 ,37,422.2, 500.3,-8.3, 16.0
1842,Yancey County          ,459.4 ,129,stable,-3.4 ,37,422.4, 499.2,-16.1, 11.2
1843,Brunswick County          ,459.4 ,930,stable,1.6 ,37,444.7, 474.5,-1.1, 4.4
1844,Lincoln County          ,459.3 ,462,stable,-0.3 ,37,440.2, 479.1,-4.7, 4.4
1845,Washington County          ,459.3 ,88,stable,-0.8 ,37,414.6, 508.0,-11.2, 10.8
1846,Person County          ,457.3 ,238,stable,-2.0 ,37,430.8, 485.2,-6.2, 2.3
1847,Franklin County          ,455.5 ,349,stable,-4.1 ,37,433.8, 478.1,-10.5, 2.7
1848,Nash County          ,454.8 ,543,stable,2.3 ,37,437.4, 472.9,-2.1, 6.8
1849,Cumberland County          ,454.6 ,"1,373",stable,-1.0 ,37,443.7, 465.7,-3.8, 1.9
1850,New Hanover County          ,453.4 ,"1,162",stable,0.3 ,37,441.5, 465.5,-3.1, 3.9
1851,Yadkin County          ,453.0 ,233,stable,-1.2 ,37,426.7, 480.7,-4.2, 1.9
1852,Ashe County          ,452.9 ,186,stable,-2.3 ,37,422.4, 485.4,-9.6, 5.5
1853,Edgecombe County          ,452.0 ,320,stable,-1.8 ,37,429.3, 475.7,-6.2, 2.9
1854,Sampson County          ,450.9 ,351,stable,-2.1 ,37,429.7, 473.0,-12.6, 9.7
1855,Beaufort County          ,450.9 ,315,falling,-6.1 ,37,427.6, 475.2,-9.8, -2.3
1856,Macon County          ,450.1 ,266,stable,0.3 ,37,424.0, 477.6,-7.7, 8.9
1857,Caswell County          ,449.5 ,149,stable,-2.7 ,37,416.7, 484.5,-10.5, 5.9
1858,Mecklenburg County          ,449.3 ,"4,183",stable,-0.2 ,37,443.0, 455.6,-1.0, 0.6
1859,Richmond County          ,448.7 ,254,stable,-3.4 ,37,423.8, 474.9,-10.9, 4.7
1860,Johnston County          ,448.0 ,851,stable,0.0 ,37,434.2, 462.1,-2.8, 2.7
1861,Montgomery County          ,447.2 ,166,stable,-8.5 ,37,416.0, 480.2,-17.3, 1.3
1862,Columbus County          ,446.5 ,336,stable,-0.7 ,37,424.8, 469.2,-5.2, 4.0
1863,Durham County          ,445.8 ,"1,283",stable,-0.1 ,37,434.7, 457.2,-2.0, 1.7
1864,Alexander County          ,442.3 ,220,stable,-0.2 ,37,415.8, 470.1,-2.1, 1.8
1865,Orange County          ,441.8 ,618,rising,2.9 ,37,425.8, 458.2,0.1, 5.8
1866,Warren County          ,441.5 ,138,stable,-1.1 ,37,406.8, 478.7,-5.7, 3.7
1867,Union County          ,439.4 ,951,stable,-0.8 ,37,426.6, 452.5,-10.8, 10.3
1868,Bertie County          ,439.2 ,128,stable,1.9 ,37,404.7, 476.1,-7.7, 12.6
1869,Anson County          ,438.6 ,142,stable,-4.0 ,37,406.2, 473.2,-8.8, 1.2
1870,Chatham County          ,437.8 ,442,stable,-3.4 ,37,418.8, 457.6,-15.2, 10.0
1871,Camden County          ,437.3 ,54,stable,2.8 ,37,385.5, 494.5,-17.2, 27.7
1872,Wilson County          ,437.1 ,443,stable,-1.0 ,37,418.6, 456.2,-9.1, 7.8
1873,Madison County          ,434.5 ,134,stable,3.2 ,37,400.9, 470.4,-6.5, 14.0
1874,Watauga County          ,433.8 ,241,stable,0.3 ,37,408.7, 460.2,-7.3, 8.5
1875,Pitt County          ,430.4 ,719,stable,3.1 ,37,416.1, 445.0,-1.4, 7.8
1876,Alleghany County          ,429.4 ,81,stable,2.2 ,37,386.5, 476.7,-7.4, 12.9
1877,Currituck County          ,428.1 ,132,stable,0.8 ,37,394.7, 463.6,-14.0, 18.2
1878,Northampton County          ,426.6 ,142,stable,-3.8 ,37,394.0, 461.7,-12.6, 5.7
1879,Duplin County          ,426.0 ,312,stable,-1.8 ,37,404.6, 448.3,-7.6, 4.3
1880,Hoke County          ,425.9 ,183,stable,-7.0 ,37,397.4, 455.9,-14.1, 0.7
1881,Transylvania County          ,425.8 ,253,stable,-0.9 ,37,400.3, 452.9,-10.8, 10.2
1882,Wilkes County          ,423.8 ,412,stable,-3.6 ,37,405.1, 443.3,-8.0, 1.0
1883,Robeson County          ,423.3 ,621,stable,2.1 ,37,408.2, 438.9,-3.5, 8.0
1884,Perquimans County          ,420.4 ,94,stable,3.1 ,37,380.3, 464.2,-11.2, 19.7
1885,Bladen County          ,417.4 ,200,stable,0.0 ,37,390.7, 445.5,-2.1, 2.3
1886,Graham County          ,400.6 ,52,stable,-3.0 ,37,350.8, 456.2,-25.1, 25.4
1887,Hertford County          ,399.2 ,130,stable,-5.2 ,37,367.9, 432.6,-15.2, 6.0
1888,Jackson County          ,396.8 ,209,stable,-3.8 ,37,372.0, 422.9,-8.0, 0.7
1889,Greene County          ,393.5 ,101,stable,1.7 ,37,359.2, 430.5,-17.7, 25.8
1890,Polk County          ,393.2 ,142,stable,-3.3 ,37,361.8, 427.2,-10.9, 4.9
1891,Gates County          ,372.1 ,58,stable,8.1 ,37,328.9, 419.8,-15.8, 38.6
1892,Hyde County          ,360.3 ,28,stable,9.7 ,37,301.5, 428.4,-4.6, 26.2
1893,Oliver County          ,564.3 ,15,stable,7.4 ,38,431.2, 728.6,-11.8, 30.9
1894,Renville County          ,551.8 ,19,stable,7.5 ,38,442.1, 682.4,-17.3, 39.8
1895,Ransom County          ,535.0 ,40,falling,-12.1 ,38,457.9, 622.1,-16.8, -7.1
1896,Sargent County          ,528.7 ,28,stable,2.0 ,38,440.0, 631.3,-36.2, 63.1
1897,Kidder County          ,525.5 ,19,stable,4.2 ,38,414.8, 659.0,-34.0, 64.6
1898,Morton County          ,523.7 ,181,stable,-1.7 ,38,489.2, 560.0,-10.0, 7.3
1899,Sheridan County          ,522.8 ,13,stable,-16.0 ,38,386.8, 702.5,-32.8, 5.1
1900,Golden Valley County          ,518.8 ,14,stable,-1.7 ,38,395.5, 671.9,-18.8, 19.0
